Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Ashish,2018-09-21 14:41:28,00:22:00,Autoplayed: user action: Unspecified; ,Friends: Season 3: The One at the Beach (Episode 25),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:39,Not latest view,US (United States)
Ashish,2018-09-21 14:28:47,00:12:21,,Friends: Season 3: The One with the Ultimate Fighting Champion (Episode 24),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:40,Not latest view,US (United States)
Ashish,2018-09-21 04:04:01,00:09:45,Autoplayed: user action: Unspecified; ,Friends: Season 3: The One with the Ultimate Fighting Champion (Episode 24),,Samsung 2017 Kant-M UHD TV Smart TV,00:10:20,Not latest view,US (United States)
Ashish,2018-09-21 03:41:05,00:22:43,Autoplayed: user action: None; ,Friends: Season 3: The One with Ross's Thing (Episode 23),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:43,Not latest view,US (United States)
Ashish,2018-09-21 03:36:13,00:04:34,Autoplayed: user action: Unspecified; ,Friends: Season 3: The One with the Screamer (Episode 22),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:39,Not latest view,US (United States)
Ashish,2018-09-21 00:55:44,01:22:42,Autoplayed: user action: Unspecified; ,Mortal Kombat,,Samsung 2017 Kant-M UHD TV Smart TV,01:32:02,01:32:02,US (United States)
Ashish,2018-09-21 00:49:35,00:06:00,Autoplayed: user action: Unspecified; ,Mujhse Shaadi Karogi,,Samsung 2017 Kant-M UHD TV Smart TV,01:00:30,Not latest view,US (United States)
Ashish,2018-09-20 21:50:38,02:56:38,Autoplayed: user action: Unspecified; ,Raja Hindustani,,Samsung 2017 Kant-M UHD TV Smart TV,02:56:38,02:56:38,US (United States)
Ashish,2018-09-20 19:21:46,02:28:00,Autoplayed: user action: Unspecified; ,Ajab Prem Ki Ghazab Kahani,,Samsung 2017 Kant-M UHD TV Smart TV,02:28:00,02:28:00,US (United States)
Ashish,2018-09-20 19:20:28,00:00:29,Autoplayed: user action: Unspecified; ,Friends: Season 3: The One with the Screamer (Episode 22),,Samsung 2017 Kant-M UHD TV Smart TV,00:18:06,Not latest view,US (United States)
Ashish,2018-09-20 19:10:05,00:09:21,Autoplayed: user action: Unspecified; ,Mortal Kombat,,Samsung 2017 Kant-M UHD TV Smart TV,00:09:21,Not latest view,US (United States)
Ashish,2018-09-20 18:10:18,00:17:38,Autoplayed: user action: None; ,Friends: Season 3: The One with the Screamer (Episode 22),,Samsung 2017 Kant-M UHD TV Smart TV,00:17:38,Not latest view,US (United States)
Ashish,2018-09-20 17:47:21,00:22:43,Autoplayed: user action: None; ,Friends: Season 3: The One with a Chick. And a Duck (Episode 21),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:43,Not latest view,US (United States)
Ashish,2018-09-20 17:24:25,00:22:44,Autoplayed: user action: None; ,Friends: Season 3: The One with the Dollhouse (Episode 20),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:44,Not latest view,US (United States)
Ashish,2018-09-20 17:01:57,00:22:11,Autoplayed: user action: Unspecified; ,Friends: Season 3: The One with the Tiny T-Shirt (Episode 19),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:40,Not latest view,US (United States)
Ashish,2018-09-20 16:39:00,00:22:40,Autoplayed: user action: None; ,Friends: Season 3: The One with the Hypnosis Tape (Episode 18),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:40,Not latest view,US (United States)
Ashish,2018-09-20 16:16:31,00:22:13,Autoplayed: user action: Unspecified; ,Friends: Season 3: The One Without the Ski Trip (Episode 17),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:42,Not latest view,US (United States)
Ashish,2018-09-20 15:54:55,00:21:22,Autoplayed: user action: Unspecified; ,Friends: Season 3: The One The Morning After (Episode 16),,Samsung 2017 Kant-M UHD TV Smart TV,00:23:01,Not latest view,US (United States)
Ashish,2018-09-20 15:53:30,00:01:06,Autoplayed: user action: Unspecified; ,Friends: Season 3: The One Where Ross & Rachel Take a Break (Episode 15),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:38,Not latest view,US (United States)
Ashish,2018-09-20 04:39:40,00:10:00,Autoplayed: user action: Unspecified; ,Rumor Has It...,,Samsung 2017 Kant-M UHD TV Smart TV,00:10:00,00:10:00,US (United States)
Ashish,2018-09-20 04:11:35,00:21:53,Autoplayed: user action: Unspecified; ,Friends: Season 3: The One Where Ross & Rachel Take a Break (Episode 15),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:33,Not latest view,US (United States)
Ashish,2018-09-20 03:35:56,00:22:35,,Friends: Season 3: The One with Phoebe's Ex-Partner (Episode 14),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:43,Not latest view,US (United States)
Ashish,2018-09-20 01:34:55,00:22:44,Autoplayed: user action: None; ,Friends: Season 3: The One Where Monica & Richard Are Just Friends (Episode 13),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:44,Not latest view,US (United States)
Ashish,2018-09-20 01:11:59,00:22:44,Autoplayed: user action: None; ,Friends: Season 3: The One with All the Jealousy (Episode 12),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:44,Not latest view,US (United States)
Ashish,2018-09-20 00:50:57,00:20:48,Autoplayed: user action: Unspecified; ,Friends: Season 3: The One Where Chandler Can't Remember Which Sister (Episode 11),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:43,Not latest view,US (United States)
Ashish,2018-09-19 22:42:10,02:07:55,Autoplayed: user action: Unspecified; ,Ishq Vishk,,Samsung 2017 Kant-M UHD TV Smart TV,02:07:45,02:07:45,US (United States)
Ashish,2018-09-19 22:01:12,00:40:04,Autoplayed: user action: Unspecified; ,Pardes,,Samsung 2017 Kant-M UHD TV Smart TV,03:06:22,03:06:22,US (United States)
Ashish,2018-09-19 19:32:41,02:17:37,Autoplayed: user action: Unspecified; ,Pardes,,Samsung 2017 Kant-M UHD TV Smart TV,02:26:18,Not latest view,US (United States)
Ashish,2018-09-19 19:25:03,00:01:17,Autoplayed: user action: None; ,Friends: Season 3: The One Where Chandler Can't Remember Which Sister (Episode 11),,Samsung 2017 Kant-M UHD TV Smart TV,00:01:17,Not latest view,US (United States)
Ashish,2018-09-19 19:02:05,00:22:44,Autoplayed: user action: None; ,Friends: Season 3: The One Where Rachel Quits (Episode 10),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:44,Not latest view,US (United States)
Ashish,2018-09-19 18:39:09,00:22:43,Autoplayed: user action: None; ,Friends: Season 3: The One with the Football (Episode 9),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:43,Not latest view,US (United States)
Ashish,2018-09-19 18:16:11,00:22:44,,Friends: Season 3: The One with the Giant Poking Device (Episode 8),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:44,Not latest view,US (United States)
Ashish,2018-09-19 16:36:47,00:22:42,Autoplayed: user action: None; ,Friends: Season 3: The One with the Race Car Bed (Episode 7),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:42,Not latest view,US (United States)
Ashish,2018-09-19 16:13:52,00:22:42,Autoplayed: user action: None; ,Friends: Season 3: The One with the Flashback (Episode 6),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:42,Not latest view,US (United States)
Ashish,2018-09-19 16:06:39,00:06:58,Autoplayed: user action: Unspecified; ,Friends: Season 3: The One with Frank Jr (Episode 5),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:43,Not latest view,US (United States)
Abha,2018-09-19 06:18:54,00:06:05,Autoplayed: user action: None; ,Friends: Season 4: The One with the Invitation (Episode 21),,Apple iPhone X (CDMA),00:06:46,Not latest view,US (United States)
Abha,2018-09-19 05:40:25,00:21:26,Autoplayed: user action: None; ,Friends: Season 4: The One with the Wedding Dresses (Episode 20),,Apple iPhone X (CDMA),00:22:09,00:22:09,US (United States)
Ashish,2018-09-19 05:26:39,00:05:32,,Van Helsing,,Android DefaultWidevineL3Phone Android Phone,02:01:48,02:01:48,US (United States)
Abha,2018-09-19 05:18:26,00:21:28,,Friends: Season 4: The One with All the Haste (Episode 19),,Apple iPhone X (CDMA),00:22:10,00:22:10,US (United States)
Ashish,2018-09-19 04:10:08,01:07:53,,Van Helsing,,Netflix Windows App - Cadmium Windows Mobile,01:56:20,Not latest view,US (United States)
Ashish,2018-09-18 23:33:27,00:45:16,Autoplayed: user action: Unspecified; ,Van Helsing,,Samsung 2017 Kant-M UHD TV Smart TV,00:48:30,Not latest view,US (United States)
Ashish,2018-09-18 23:25:32,00:07:46,Autoplayed: user action: Unspecified; ,The Bourne Ultimatum,,Samsung 2017 Kant-M UHD TV Smart TV,00:07:46,00:07:46,US (United States)
Ashish,2018-09-18 23:06:59,00:15:46,Autoplayed: user action: None; ,Friends: Season 3: The One with Frank Jr (Episode 5),,Samsung 2017 Kant-M UHD TV Smart TV,00:15:46,Not latest view,US (United States)
Ashish,2018-09-18 22:44:27,00:22:17,Autoplayed: user action: Unspecified; ,Friends: Season 3: The One with the Metaphorical Tunnel (Episode 4),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:44,Not latest view,US (United States)
Ashish,2018-09-18 21:12:10,01:29:24,Autoplayed: user action: Unspecified; ,Another Cinderella Story,,Samsung 2017 Kant-M UHD TV Smart TV,01:29:24,01:29:24,US (United States)
Ashish,2018-09-18 20:47:36,00:22:04,Autoplayed: user action: Unspecified; ,Friends: Season 3: The One with the Jam (Episode 3),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:43,Not latest view,US (United States)
Ashish,2018-09-18 20:35:52,00:11:30,,Friends: Season 3: The One Where No One's Ready (Episode 2),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:43,Not latest view,US (United States)
Ashish,2018-09-18 19:50:25,00:11:14,Autoplayed: user action: None; ,Friends: Season 3: The One Where No One's Ready (Episode 2),,Samsung 2017 Kant-M UHD TV Smart TV,00:11:14,Not latest view,US (United States)
Ashish,2018-09-18 19:18:12,00:22:00,Autoplayed: user action: Unspecified; ,Friends: Season 3: The One with the Princess Leia Fantasy (Episode 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:39,Not latest view,US (United States)
Ashish,2018-09-18 18:55:15,00:22:39,Autoplayed: user action: None; ,Friends: Season 2: The One with Barry and Mindy's Wedding (Episode 24),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:39,Not latest view,US (United States)
Ashish,2018-09-18 18:32:20,00:22:39,Autoplayed: user action: None; ,Friends: Season 2: The One with the Chicken Pox (Episode 23),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:39,Not latest view,US (United States)
Ashish,2018-09-18 18:10:01,00:22:04,Autoplayed: user action: Unspecified; ,Friends: Season 2: The One with the Two Parties (Episode 22),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:43,Not latest view,US (United States)
Ashish,2018-09-18 16:31:45,01:02:52,Autoplayed: user action: Unspecified; ,Deep Blue Sea,,Samsung 2017 Kant-M UHD TV Smart TV,01:38:44,01:38:44,US (United States)
Ashish,2018-09-18 16:11:54,00:18:42,,Deep Blue Sea,,Samsung 2017 Kant-M UHD TV Smart TV,00:35:53,Not latest view,US (United States)
Abha,2018-09-18 07:46:45,00:16:03,,Friends: Season 4: The One with Rachel's New Dress (Episode 18),,Apple iPhone X (CDMA),00:22:11,00:22:11,US (United States)
Ashish,2018-09-18 04:11:17,00:17:12,Autoplayed: user action: Unspecified; ,Deep Blue Sea,,Samsung 2017 Kant-M UHD TV Smart TV,00:17:12,Not latest view,US (United States)
Ashish,2018-09-18 04:07:23,00:03:15,Autoplayed: user action: Unspecified; ,Van Helsing,,Samsung 2017 Kant-M UHD TV Smart TV,00:03:15,Not latest view,US (United States)
Ashish,2018-09-18 02:01:37,00:22:53,Autoplayed: user action: None; ,Friends: Season 2: The One with the Bullies (Episode 21),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:53,Not latest view,US (United States)
Ashish,2018-09-18 01:38:55,00:22:30,Autoplayed: user action: None; ,Friends: Season 2: The One Where Old Yeller Dies (Episode 20),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:30,Not latest view,US (United States)
Ashish,2018-09-18 01:26:35,00:07:36,,Friends: Season 2: The One Where Eddie Won't Go (Episode 19),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:43,Not latest view,US (United States)
Ashish,2018-09-17 23:57:02,00:14:29,Autoplayed: user action: Unspecified; ,Friends: Season 2: The One Where Eddie Won't Go (Episode 19),,Samsung 2017 Kant-M UHD TV Smart TV,00:15:07,Not latest view,US (United States)
Ashish,2018-09-17 23:34:45,00:22:03,Autoplayed: user action: Unspecified; ,Friends: Season 2: The One Where Dr. Ramoray Dies (Episode 18),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:38,Not latest view,US (United States)
Ashish,2018-09-17 23:21:54,00:12:33,Autoplayed: user action: Unspecified; ,Friends: Season 2: The One Where Eddie Moves In (Episode 17),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:39,Not latest view,US (United States)
Ashish,2018-09-17 21:07:26,00:03:15,Autoplayed: user action: Unspecified; ,Friends: Season 2: The One Where Eddie Moves In (Episode 17),,Samsung 2017 Kant-M UHD TV Smart TV,00:10:08,Not latest view,US (United States)
Ashish,2018-09-17 19:19:23,01:47:45,Autoplayed: user action: Unspecified; ,The Princess Diaries 2: Royal Engagement,,Samsung 2017 Kant-M UHD TV Smart TV,01:47:45,01:47:45,US (United States)
Ashish,2018-09-17 16:26:50,00:06:54,Autoplayed: user action: Unspecified; ,Friends: Season 2: The One Where Eddie Moves In (Episode 17),,Samsung 2017 Kant-M UHD TV Smart TV,00:06:54,Not latest view,US (United States)
Ashish,2018-09-17 16:17:00,00:09:46,Autoplayed: user action: Unspecified; ,Friends: Season 2: The One Where Joey Moves Out (Episode 16),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:17,Not latest view,US (United States)
Ashish,2018-09-17 15:53:13,00:22:19,,The Princess Diaries,,Samsung 2017 Kant-M UHD TV Smart TV,01:50:28,01:50:28,US (United States)
Ashish,2018-09-17 02:47:31,01:28:11,Autoplayed: user action: Unspecified; ,The Princess Diaries,,Samsung 2017 Kant-M UHD TV Smart TV,01:28:11,Not latest view,US (United States)
Ashish,2018-09-17 02:36:13,00:10:03,,Friends: Season 2: The One Where Joey Moves Out (Episode 16),,Samsung 2017 Kant-M UHD TV Smart TV,00:12:31,Not latest view,US (United States)
Ashish,2018-09-17 00:13:45,00:02:29,Autoplayed: user action: None; ,Friends: Season 2: The One Where Joey Moves Out (Episode 16),,Samsung 2017 Kant-M UHD TV Smart TV,00:02:29,Not latest view,US (United States)
Ashish,2018-09-16 23:50:48,00:22:44,Autoplayed: user action: None; ,Friends: Season 2: The One Where Ross and Rachel...You Know (Episode 15),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:44,Not latest view,US (United States)
Ashish,2018-09-16 23:30:02,00:20:19,Autoplayed: user action: Unspecified; ,Friends: Season 2: The One with the Prom Video (Episode 14),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:40,Not latest view,US (United States)
Ashish,2018-09-16 23:20:51,00:08:58,Autoplayed: user action: Unspecified; ,Friends: Season 2: The One After the Super Bowl: Part 2 (Episode 13),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:27,Not latest view,US (United States)
Ashish,2018-09-16 21:43:38,00:21:35,Autoplayed: user action: Unspecified; ,Baghban,,Samsung 2017 Kant-M UHD TV Smart TV,00:21:35,Not latest view,US (United States)
Ashish,2018-09-16 21:28:29,00:13:30,Autoplayed: user action: None; ,Friends: Season 2: The One After the Super Bowl: Part 2 (Episode 13),,Samsung 2017 Kant-M UHD TV Smart TV,00:13:30,Not latest view,US (United States)
Ashish,2018-09-16 21:05:33,00:22:41,Autoplayed: user action: None; ,Friends: Season 2: The One After the Super Bowl: Part 1 (Episode 12),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:41,Not latest view,US (United States)
Ashish,2018-09-16 20:42:32,00:22:45,Autoplayed: user action: None; ,Friends: Season 2: The One with the Lesbian Wedding (Episode 11),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:45,Not latest view,US (United States)
Ashish,2018-09-16 20:08:59,00:22:44,Autoplayed: user action: None; ,Friends: Season 2: The One with Russ (Episode 10),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:44,Not latest view,US (United States)
Ashish,2018-09-16 19:46:01,00:22:41,Autoplayed: user action: None; ,Friends: Season 2: The One with Phoebe's Dad (Episode 9),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:41,Not latest view,US (United States)
Ashish,2018-09-16 19:23:04,00:22:45,Autoplayed: user action: None; ,Friends: Season 2: The One with the List (Episode 8),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:45,Not latest view,US (United States)
Ashish,2018-09-16 18:15:13,00:22:55,Autoplayed: user action: None; ,Friends: Season 2: The One Where Ross Finds Out (Episode 7),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:55,Not latest view,US (United States)
Ashish,2018-09-16 17:52:16,00:22:44,Autoplayed: user action: None; ,Friends: Season 2: The One with the Baby on the Bus (Episode 6),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:44,Not latest view,US (United States)
Ashish,2018-09-16 17:29:19,00:22:45,Autoplayed: user action: None; ,Friends: Season 2: The One with Five Steaks and an Eggplant (Episode 5),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:45,Not latest view,US (United States)
Ashish,2018-09-16 17:05:01,00:22:45,Autoplayed: user action: None; ,Friends: Season 2: The One with Phoebe's Husband (Episode 4),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:45,Not latest view,US (United States)
Ashish,2018-09-16 16:42:03,00:22:45,Autoplayed: user action: None; ,Friends: Season 2: The One Where Heckles Dies (Episode 3),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:45,Not latest view,US (United States)
Ashish,2018-09-16 16:19:08,00:22:42,Autoplayed: user action: None; ,Friends: Season 2: The One with the Breast Milk (Episode 2),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:42,Not latest view,US (United States)
Ashish,2018-09-16 15:56:44,00:22:10,,Friends: Season 2: The One with Ross's New Girlfriend (Episode 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:10,Not latest view,US (United States)
Ashish,2018-09-16 03:40:46,00:02:35,Autoplayed: user action: Unspecified; ,Friends: Season 1: The One Where Monica Gets a Roommate (Pilot) (Episode 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:03:15,Not latest view,US (United States)
Ashish,2018-09-16 02:07:49,01:29:56,Autoplayed: user action: Unspecified; ,Masaan,,Samsung 2017 Kant-M UHD TV Smart TV,01:31:21,Not latest view,US (United States)
Ashish,2018-09-16 01:18:29,00:47:01,Autoplayed: user action: Unspecified; ,Friends: Season 10: The Last One: Part 1 & Part 2 (Episode 17),,Samsung 2017 Kant-M UHD TV Smart TV,00:47:30,Not latest view,US (United States)
Ashish,2018-09-16 01:04:45,00:13:28,Autoplayed: user action: Unspecified; ,Friends: Season 10: The One with Rachel's Going Away Party (Episode 16),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:41,Not latest view,US (United States)
Ashish,2018-09-16 00:44:03,00:20:33,Autoplayed: user action: Unspecified; ,National Treasure,,Samsung 2017 Kant-M UHD TV Smart TV,02:01:47,02:01:47,US (United States)
Ashish,2018-09-15 22:04:02,00:09:13,Autoplayed: user action: None; ,Friends: Season 10: The One with Rachel's Going Away Party (Episode 16),,Samsung 2017 Kant-M UHD TV Smart TV,00:09:13,Not latest view,US (United States)
Ashish,2018-09-15 21:41:20,00:22:25,Autoplayed: user action: Unspecified; ,Friends: Season 10: The One Where Estelle Dies (Episode 15),,Samsung 2017 Kant-M UHD TV Smart TV,00:23:11,Not latest view,US (United States)
Ashish,2018-09-15 21:18:31,00:22:33,Autoplayed: user action: Unspecified; ,Friends: Season 10: The One with Princess Consuela (Episode 14),,Samsung 2017 Kant-M UHD TV Smart TV,00:23:09,Not latest view,US (United States)
Ashish,2018-09-15 20:54:49,00:23:25,Autoplayed: user action: Unspecified; ,Friends: Season 10: The One Where Joey Speaks French (Episode 13),,Samsung 2017 Kant-M UHD TV Smart TV,00:23:35,Not latest view,US (United States)
Ashish,2018-09-15 20:25:39,00:28:53,Autoplayed: user action: Unspecified; ,Friends: Season 10: The One with Phoebe's Wedding (Episode 12),,Samsung 2017 Kant-M UHD TV Smart TV,00:29:31,Not latest view,US (United States)
Ashish,2018-09-15 19:58:20,00:27:01,Autoplayed: user action: Unspecified; ,Friends: Season 10: The One Where the Stripper Cries (Episode 11),,Samsung 2017 Kant-M UHD TV Smart TV,00:27:29,Not latest view,US (United States)
Ashish,2018-09-15 19:30:30,00:23:05,Autoplayed: user action: Unspecified; ,Friends: Season 10: The One Where Chandler Gets Caught (Episode 10),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:55,Not latest view,US (United States)
Ashish,2018-09-15 19:05:23,00:24:51,Autoplayed: user action: None; ,Friends: Season 10: The One with the Birth Mother (Episode 9),,Samsung 2017 Kant-M UHD TV Smart TV,00:24:51,Not latest view,US (United States)
Ashish,2018-09-15 18:41:52,00:23:15,Autoplayed: user action: Unspecified; ,Friends: Season 10: The One with the Late Thanksgiving (Episode 8),,Samsung 2017 Kant-M UHD TV Smart TV,00:23:05,Not latest view,US (United States)
Ashish,2018-09-15 18:18:25,00:23:11,,Friends: Season 10: The One with The Home Study (Episode 7),,Samsung 2017 Kant-M UHD TV Smart TV,00:23:11,Not latest view,US (United States)
Ashish,2018-09-15 18:15:51,00:00:03,Autoplayed: user action: None; ,Friends: Season 10: The One with the Birth Mother (Episode 9),,Samsung 2017 Kant-M UHD TV Smart TV,00:00:03,Not latest view,US (United States)
Ashish,2018-09-15 17:52:30,00:23:05,Autoplayed: user action: None; ,Friends: Season 10: The One with the Late Thanksgiving (Episode 8),,Samsung 2017 Kant-M UHD TV Smart TV,00:23:05,Not latest view,US (United States)
Ashish,2018-09-15 17:29:04,00:23:11,Autoplayed: user action: None; ,Friends: Season 10: The One with The Home Study (Episode 7),,Samsung 2017 Kant-M UHD TV Smart TV,00:23:11,Not latest view,US (United States)
Ashish,2018-09-15 17:23:55,00:04:39,Autoplayed: user action: Unspecified; ,Friends: Season 10: The One with Ross's Grant (Episode 6),,Samsung 2017 Kant-M UHD TV Smart TV,00:24:25,Not latest view,US (United States)
Ashish,2018-09-15 15:45:21,00:22:17,Autoplayed: user action: Unspecified; ,Friends: Season 10: The One with Ross's Grant (Episode 6),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:45,Not latest view,US (United States)
Ashish,2018-09-15 15:18:57,00:26:09,,Friends: Season 10: The One Where Rachel's Sister Babysits (Episode 5),,Samsung 2017 Kant-M UHD TV Smart TV,00:28:15,Not latest view,US (United States)
Ashish,2018-09-14 23:08:07,00:02:07,Autoplayed: user action: None; ,Friends: Season 10: The One Where Rachel's Sister Babysits (Episode 5),,Samsung 2017 Kant-M UHD TV Smart TV,00:02:07,Not latest view,US (United States)
Ashish,2018-09-14 22:45:21,00:22:27,Autoplayed: user action: Unspecified; ,Friends: Season 10: The One with the Cake (Episode 4),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:55,Not latest view,US (United States)
Ashish,2018-09-14 20:49:07,00:24:58,Autoplayed: user action: None; ,National Treasure,,Samsung 2017 Kant-M UHD TV Smart TV,01:41:15,Not latest view,US (United States)
Ashish,2018-09-14 20:24:50,00:23:53,Autoplayed: user action: Unspecified; ,Friends: Season 10: The One with Ross's Tan (Episode 3),,Samsung 2017 Kant-M UHD TV Smart TV,00:24:08,Not latest view,US (United States)
Ashish,2018-09-14 19:46:59,00:23:55,Autoplayed: user action: Unspecified; ,Friends: Season 10: The One Where Ross Is Fine (Episode 2),,Samsung 2017 Kant-M UHD TV Smart TV,00:23:55,Not latest view,US (United States)
Ashish,2018-09-14 19:18:03,00:28:40,Autoplayed: user action: Unspecified; ,Friends: Season 10: The One After Joey and Rachel Kiss (Episode 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:29:15,Not latest view,US (United States)
Ashish,2018-09-14 18:57:08,00:20:54,Autoplayed: user action: None; ,Friends: Season 9: The One in Barbados: Part 2 (Episode 24),,Samsung 2017 Kant-M UHD TV Smart TV,00:20:54,Not latest view,US (United States)
Ashish,2018-09-14 18:36:38,00:20:28,Autoplayed: user action: Unspecified; ,Friends: Season 9: The One in Barbados: Part 1 (Episode 23),,Samsung 2017 Kant-M UHD TV Smart TV,00:20:54,Not latest view,US (United States)
Ashish,2018-09-14 18:11:45,00:24:34,,Friends: Season 9: The One with the Donor (Episode 22),,Samsung 2017 Kant-M UHD TV Smart TV,00:24:34,Not latest view,US (United States)
Ashish,2018-09-14 17:49:02,00:04:23,Autoplayed: user action: Unspecified; ,Friends: Season 9: The One with the Fertility Test (Episode 21),,Samsung 2017 Kant-M UHD TV Smart TV,00:26:59,Not latest view,US (United States)
Ashish,2018-09-14 15:47:47,00:23:53,Autoplayed: user action: Unspecified; ,Friends: Season 9: The One with the Fertility Test (Episode 21),,Samsung 2017 Kant-M UHD TV Smart TV,00:24:30,Not latest view,US (United States)
Ashish,2018-09-14 15:43:14,00:04:12,Autoplayed: user action: Unspecified; ,Friends: Season 9: The One with the Soap Opera Party (Episode 20),,Samsung 2017 Kant-M UHD TV Smart TV,00:23:53,Not latest view,US (United States)
Ashish,2018-09-14 03:55:15,00:22:59,Autoplayed: user action: Unspecified; ,National Treasure,,Samsung 2017 Kant-M UHD TV Smart TV,01:16:17,Not latest view,US (United States)
Ashish,2018-09-14 03:55:02,00:00:02,,Next Gen,,Samsung 2017 Kant-M UHD TV Smart TV,00:00:02,00:00:02,US (United States)
Ashish,2018-09-14 03:34:57,00:19:06,Autoplayed: user action: Unspecified; ,Friends: Season 9: The One with the Soap Opera Party (Episode 20),,Samsung 2017 Kant-M UHD TV Smart TV,00:19:42,Not latest view,US (United States)
Ashish,2018-09-14 03:08:00,00:03:24,Autoplayed: user action: Unspecified; ,"Ascension: Season 1: Chapter One, Part 1 (Episode 1)",,Samsung 2017 Kant-M UHD TV Smart TV,00:03:24,00:03:24,US (United States)
Ashish,2018-09-14 01:37:02,00:23:41,Autoplayed: user action: Unspecified; ,Friends: Season 9: The One with Rachel's Dream (Episode 19),,Samsung 2017 Kant-M UHD TV Smart TV,00:24:08,Not latest view,US (United States)
Ashish,2018-09-14 01:14:44,00:21:58,Autoplayed: user action: Unspecified; ,Friends: Season 9: The One with the Lottery (Episode 18),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:37,Not latest view,US (United States)
Ashish,2018-09-13 22:27:01,01:28:51,Autoplayed: user action: Unspecified; ,Yamla Pagla Deewana,,Samsung 2017 Kant-M UHD TV Smart TV,01:28:51,01:28:51,US (United States)
Ashish,2018-09-13 22:02:01,00:23:21,Autoplayed: user action: Unspecified; ,Friends: Season 9: The One with the Memorial Service (Episode 17),,Samsung 2017 Kant-M UHD TV Smart TV,00:23:49,Not latest view,US (United States)
Ashish,2018-09-13 21:39:03,00:22:39,Autoplayed: user action: Unspecified; ,Friends: Season 9: The One with the Boob Job (Episode 16),,Samsung 2017 Kant-M UHD TV Smart TV,00:23:07,Not latest view,US (United States)
Ashish,2018-09-13 20:38:20,00:21:58,Autoplayed: user action: Unspecified; ,Friends: Season 9: The One with the Mugging (Episode 15),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:38,Not latest view,US (United States)
Ashish,2018-09-13 20:15:21,00:22:39,Autoplayed: user action: Unspecified; ,Friends: Season 9: The One with the Blind Dates (Episode 14),,Samsung 2017 Kant-M UHD TV Smart TV,00:23:09,Not latest view,US (United States)
